Sp_Class  ,  u_mag  ,  g_mag  ,  r_mag  ,  i_mag  ,  z_mag ,RA,Dec
DA           ,19.352,19.256,19.513,19.778,19.964,15.60473,-0.916231
DA_auto      ,19.413,18.948,19.052,19.235,19.475,15.627584,-0.79536
DA           ,18.705,18.631,18.948,19.285,19.551,15.758797,-9.100385
DA_auto      ,19.205,18.644,18.396,18.284,18.321,15.81943,0.149923
DA           ,18.657,19.1,19.533,19.927,20.237,15.842461,-0.346591
DA+M         ,19.359,19.135,18.834,18.136,17.648,15.923308,0.525723
DA+M         ,19.359,19.135,18.834,18.136,17.648,15.923308,0.525723
DC+M         ,19.265,19.07,19.14,19.115,18.854,15.939833,0.629653
DC+M         ,19.265,19.07,19.14,19.115,18.854,15.939833,0.629653
DC+M         ,19.265,19.07,19.14,19.115,18.854,15.939833,0.629653
DA           ,18.874,18.829,19.112,19.35,19.592,16.066648,14.815958
DC           ,19.244,18.923,18.851,18.897,18.985,16.17578,-8.728874
DA           ,16.965,17.422,17.932,18.292,18.626,16.376194,0.669439
DA           ,17.669,17.235,17.165,17.197,17.292,16.429725,-9.348531
DA_auto      ,19.55,19.374,19.707,19.947,20.47,16.494988,0.348664
DA           ,18.614,18.193,18.179,18.234,18.357,16.512378,0.788065
DA_auto      ,19.965,19.597,19.759,19.953,20.016,16.583086,0.353467
DA+M:        ,25.116,24.6,20.716,20.834,19.517,16.595876,-0.248961
DZA          ,18.71,18.593,18.818,18.948,19.083,16.6244,-1.0624
DQhot        ,18.338,18.829,19.189,19.472,19.809,16.699711,15.224407
DA           ,19.727,19.171,19.203,19.202,18.981,16.727735,-10.720871
DB           ,20.171,20.223,20.474,20.432,20.976,16.847598,1.002267
DA+M         ,21.04,20.418,19.935,19.101,18.469,16.89442,1.199173
DQ:          ,19.374,18.83,18.617,18.529,18.587,16.950846,1.044473
DA_auto      ,18.562,18.229,18.461,18.748,18.897,17.068597,-0.303672
DA           ,17.421,17.849,18.308,18.626,19.007,17.445818,-9.128381
DA+M:        ,16.517,16.535,16.869,17.024,16.948,17.537893,13.437879
DA+M:        ,16.517,16.535,16.869,17.024,16.948,17.537893,13.437879
DA:          ,19.458,19.394,19.458,19.486,19.88,17.552009,-0.053758
DC           ,18.02,17.721,17.579,17.589,17.777,17.614604,-10.335764
DA           ,18.91,18.557,18.558,18.59,18.732,17.701619,14.276639
DA           ,18.91,18.557,18.558,18.59,18.732,17.701619,14.276639
DA           ,17.281,16.916,16.985,17.037,17.157,17.729447,14.656204
DA           ,17.281,16.916,16.985,17.037,17.157,17.729447,14.656204
DA+M         ,17.788,17.363,17.524,17.701,18.284,17.730473,-10.336679
DA_auto      ,18.876,18.703,18.983,19.246,19.554,17.735715,-0.94008
DA_auto      ,19.097,18.758,18.964,19.107,19.377,17.752653,0.301991
DA+M         ,19.066,18.519,17.926,17.095,16.554,17.849588,0.15978
DA_auto      ,19.612,19.62,19.886,20.218,20.467,18.223335,-0.096626
DA_auto      ,18.92,18.689,18.968,19.263,19.467,18.243155,-0.997878
DA           ,19.123,18.764,18.956,19.218,19.23,18.261258,-10.104422
DB           ,19.239,19.278,19.614,19.887,20.125,18.27745,-0.844868
DA           ,19.634,19.48,19.744,20.052,20.081,18.443059,-9.013639
DO           ,14.529,15.024,15.504,15.863,16.216,18.444874,0.474609
DZA          ,17.708,17.563,17.77,17.937,18.072,18.495775,-9.98704
DA           ,18.092,17.686,17.89,18.101,18.39,18.572358,-9.326281
DA_auto      ,19.178,18.722,18.983,19.184,19.413,18.574567,-1.030089
DA+M         ,20.18,19.675,19.68,19.13,18.585,18.695712,13.473696
DA_auto      ,19.463,19.079,19.186,19.452,19.621,18.763641,-0.65288
DA           ,19.329,19.274,19.558,19.832,20.39,18.889509,-9.78485
DB           ,18.899,18.998,19.335,19.539,19.794,18.89799,0.76205
DA+M         ,18.667,18.393,18.64,18.602,18.347,18.948254,0.897254
DA+M         ,18.667,18.393,18.64,18.602,18.347,18.948254,0.897254
DA+M         ,20.882,20.294,19.881,18.942,18.259,19.142135,0.499029
DC           ,19.58,19.144,19.147,19.254,19.318,19.221343,-9.782073
DC:          ,21.669,20.768,20.142,20.172,19.722,19.319968,-9.883517
DA           ,19.464,18.988,19.01,19.142,19.323,19.446945,-8.765524
DA           ,20.148,19.811,20.03,20.343,20.099,19.502739,-9.40579
DB           ,18.878,18.953,19.217,19.472,19.695,19.698984,-0.028362
DA_auto      ,19.858,19.468,19.272,19.2,19.225,19.876334,0.891583
DA_auto      ,19.858,19.468,19.272,19.2,19.225,19.876334,0.891583
DBA          ,19.309,19.25,19.541,19.804,20.032,20.067332,-0.784934
DA_auto      ,20.187,19.852,20.111,20.449,20.545,20.101231,-0.257224
DA_auto      ,20.455,20.003,20.098,20.237,20.22,20.134465,-0.230876
DA           ,18.448,18.429,18.758,18.979,19.194,20.176548,15.22292
DA_auto      ,19.712,19.259,19.346,19.431,19.698,20.388683,0.491234
DB           ,16.176,16.329,16.474,16.781,17.05,20.450875,-0.181489
DB           ,16.176,16.329,16.474,16.781,17.05,20.450875,-0.181489
DA           ,20.165,19.857,20.024,20.311,20.557,20.527905,13.390962
DA_auto      ,19.105,18.991,19.278,19.604,19.9,20.57513,1.130515
DA_auto      ,17.304,16.841,17.048,17.255,17.464,20.644507,0.507173
DA+M         ,19.394,18.987,18.994,18.566,18.061,20.748076,15.714961
DA_auto      ,20.776,19.884,19.797,19.733,19.613,20.814308,0.25725
DA           ,18.579,18.596,18.927,19.211,19.593,20.862747,1.139619
DA_auto      ,19.965,19.491,19.485,19.527,19.692,20.889332,0.860568
DZ           ,20.547,20.174,20.022,20.089,20.076,20.91564,13.409293
DA_auto      ,20.235,19.627,19.4,19.353,19.386,20.927655,0.336183
DA           ,17.966,18.278,18.816,19.127,19.464,20.936541,-8.702404
DA           ,20.541,20.069,20.245,20.518,21.015,20.978594,-8.846145
DA           ,19.333,19.163,19.462,19.726,19.936,21.101067,14.090936
DA:          ,20.539,20.126,20.006,20.048,20.132,21.10892,0.068547
DA           ,18.683,18.839,19.255,19.581,19.865,21.242588,15.364686
DA           ,19.424,19.053,19.202,19.425,19.452,21.264121,-8.877473
DA_auto      ,19.2,19.068,19.419,19.67,19.866,21.35704,0.303278
DA           ,20.647,20.281,20.501,20.706,21.208,21.368074,14.45035
DA           ,20.647,20.281,20.501,20.706,21.208,21.368074,14.45035
DC           ,20.348,19.906,19.809,19.694,19.715,21.383482,13.900997
DA_auto      ,20.039,19.463,19.526,19.52,19.772,21.398092,0.415565
DA           ,20.345,19.924,20.018,20.111,20.227,21.525127,14.679436
DA           ,20.345,19.924,20.018,20.111,20.227,21.525127,14.679436
DA           ,19.483,19.5,19.817,20.103,20.292,21.623647,13.751772
DA           ,19.483,19.5,19.817,20.103,20.292,21.623647,13.751772
DA           ,19.416,19.265,19.476,19.704,20.183,21.631877,15.492253
DA           ,18.519,18.053,17.954,18.029,18.023,21.643497,-8.677425
DA           ,20.195,19.888,20.133,20.37,20.433,21.799778,13.585063
DA           ,20.195,19.888,20.133,20.37,20.433,21.799778,13.585063
DB           ,18.705,18.753,18.98,19.129,19.511,21.887364,13.508351
DA:          ,20.544,20.497,20.823,21.198,21.291,21.89431,14.539229
DA:          ,20.544,20.497,20.823,21.198,21.291,21.89431,14.539229
DA_auto      ,20.163,19.757,19.741,19.856,20.187,21.90211,-1.01699
DA_auto      ,18.967,18.784,19.033,19.318,19.467,21.9049,0.945053
DA           ,20.333,19.905,19.949,20.072,20.284,22.037974,14.600681
DA           ,18.188,17.71,17.856,17.92,18.111,22.215885,15.219744
DA           ,20.291,19.854,20.058,20.228,21.127,22.370088,13.754051
DA           ,20.291,19.854,20.058,20.228,21.127,22.370088,13.754051
DA_auto      ,19.768,19.511,19.772,20.062,20.272,22.374984,0.569815
DA           ,18.562,18.607,18.938,19.331,19.554,22.513235,-0.58853
DA+M         ,20.731,20.181,20.178,19.606,18.87,22.64156,-0.946888
DA           ,19.511,19.364,19.671,19.939,20.053,22.654278,14.744384
DA           ,19.511,19.364,19.671,19.939,20.053,22.654278,14.744384
DA           ,20.866,20.323,20.445,20.587,20.897,22.683511,13.431061
DA           ,20.866,20.323,20.445,20.587,20.897,22.683511,13.431061
DB           ,19.261,19.272,19.526,19.647,19.833,22.683713,15.222715
DB           ,19.261,19.272,19.526,19.647,19.833,22.683713,15.222715
DA_auto      ,18.968,18.55,18.814,19.092,19.34,22.689698,-0.336434
DB:          ,20.433,20.453,20.737,20.985,21.292,22.757982,14.404986
DA           ,18.014,18.23,18.643,18.956,19.304,22.802673,-9.972226
DA           ,18.014,18.23,18.643,18.956,19.304,22.802673,-9.972226
DA           ,20.855,20.298,20.379,20.554,20.821,22.843999,14.530273
DA           ,20.855,20.298,20.379,20.554,20.821,22.843999,14.530273
DA_auto      ,19.768,19.856,20.209,20.559,21.091,22.966706,0.534068
DA           ,20,19.827,20.103,20.334,20.605,22.968645,14.564564
DA           ,20,19.827,20.103,20.334,20.605,22.968645,14.564564
DA           ,18.54,18.832,19.286,19.562,19.963,23.064011,14.798878
DA           ,18.54,18.832,19.286,19.562,19.963,23.064011,14.798878
DA_auto      ,19.374,18.884,19.18,19.392,19.426,23.092496,0.998315
DA_auto      ,20.205,19.915,19.831,19.933,19.802,23.095505,1.134215
DA           ,20.47,20.15,20.205,20.327,20.489,23.110045,13.731917
DA           ,20.47,20.15,20.205,20.327,20.489,23.110045,13.731917
DA           ,20.763,20.115,20.407,20.648,21.054,23.116986,1.019527
DA_auto      ,18.964,19.217,19.646,19.925,20.368,23.162907,0.799202
DA           ,19.501,19.038,18.893,18.831,18.992,23.235065,13.621875
DA           ,19.501,19.038,18.893,18.831,18.992,23.235065,13.621875
DA_auto      ,20.532,20.118,20.015,20.07,20.109,23.244466,-0.063615
DA_auto      ,19.61,19.298,19.454,19.766,19.777,23.256611,1.151395
DA+M:        ,18.616,18.778,19.498,19.548,19.643,23.369255,14.416496
DA+M         ,20.469,20.203,19.652,18.812,18.284,23.398141,13.065862
DA+M         ,20.469,20.203,19.652,18.812,18.284,23.398141,13.065862
DA           ,20.545,20.313,20.305,20.444,20.382,23.441213,13.931534
DA           ,20.545,20.313,20.305,20.444,20.382,23.441213,13.931534
DA           ,18.485,18.797,19.274,19.57,19.907,23.45229,0.280468
DC           ,19.499,19.147,19.156,19.267,19.425,23.492662,-9.70812
DA_auto      ,18.348,18.227,18.536,18.847,19.07,23.492797,-0.059216
DA           ,19.689,19.225,19.278,19.344,19.624,23.543245,14.301161
DA_auto      ,18.205,18.249,18.643,18.929,19.349,23.653577,13.874102
DA           ,19.731,19.215,19.002,18.922,18.939,23.657763,-9.295283
DA           ,18.612,18.139,18.103,18.27,18.405,23.670596,-1.15065
DA           ,17.529,17.03,16.94,16.96,16.994,23.88742,14.765527
DA           ,17.529,17.03,16.94,16.96,16.994,23.88742,14.765527
DA           ,17.529,17.03,16.94,16.96,16.994,23.88742,14.765527
DA           ,18.937,18.503,18.713,18.916,19.123,23.940151,-0.961152
DA           ,18.937,18.503,18.713,18.916,19.123,23.940151,-0.961152
DA_auto      ,20.462,19.969,19.889,19.918,19.956,24.038228,-0.940249
DA_auto      ,19.131,19.037,19.284,19.591,19.854,24.188638,14.72764
DA_auto      ,19.972,19.501,19.56,19.757,19.915,24.234896,0.494898
DC:          ,20.116,20.056,20.096,20.314,20.516,24.297481,14.698397
DA+M         ,20.9,19.838,18.913,18.047,17.589,24.317002,0.053141
DA_auto      ,20.197,19.6,19.418,19.43,19.404,24.496125,0.335011
DA_auto      ,19.851,19.338,19.482,19.667,19.765,24.506348,-0.332453
DA_auto      ,19.906,19.855,20.245,20.415,20.746,24.514035,0.267513
DA_auto      ,17.392,17.824,18.372,18.754,18.917,24.553043,1.064091
DA_auto      ,19.566,19.118,19.199,19.335,19.512,24.602404,0.561098
DA_auto      ,19.862,19.551,19.549,19.578,19.545,24.794597,14.790732
DA_auto      ,20.602,20.531,20.728,21.153,21.487,24.811954,-0.610456
DA:          ,18.367,18.71,19.133,19.456,19.889,24.835031,13.189075
DA_auto      ,20.326,19.886,19.888,19.952,20.05,25.005317,0.59763
DA:+M        ,21.093,20.194,19.368,18.591,18.093,25.037506,-0.212106
DA_auto      ,18.756,19.022,19.492,19.8,19.681,25.079542,13.695066
DB           ,18.873,18.95,19.19,19.487,19.698,25.204159,-1.050762
DA_auto      ,20.434,19.937,19.944,19.997,20.064,25.215554,0.012558
DA_auto      ,19.974,19.491,19.744,19.937,20.14,25.33971,1.190936
DA_auto      ,18.487,18.479,18.825,19.062,19.364,25.392563,-0.93661
DA_auto      ,20.148,19.762,19.932,20.232,20.34,25.439187,14.911053
DA+M         ,20.544,19.798,19.235,18.3,17.686,25.468791,-0.87821
DA_auto      ,20.269,19.803,19.799,19.828,19.707,25.487145,0.528904
DA_auto      ,20.214,19.766,19.829,19.956,20.183,25.521859,-1.029362
DA_auto      ,20.198,19.858,20.1,20.363,20.902,25.534764,13.209166
DA_H:+M:     ,20.785,20.241,20.472,20.706,20.748,25.666249,14.613305
DBH          ,17.653,17.693,18.003,18.198,18.449,25.689058,13.262874
DA_auto      ,19.568,19.527,19.614,19.85,20.058,25.696253,0.874567
DA           ,19.251,18.832,19.001,19.182,19.44,25.738647,14.788133
DA_auto      ,18.708,18.805,19.225,19.474,19.857,25.83302,0.668277
DA_auto      ,20.417,19.934,20.14,20.277,20.513,25.911745,0.064365
DA           ,18.116,17.723,17.647,17.649,17.746,25.926917,13.170409
DA           ,19.07,18.881,19.186,19.466,19.508,26.036474,14.334215
DA           ,19.366,18.922,18.849,18.866,18.93,26.161199,-1.221592
DA_auto      ,19.727,19.22,19.39,19.577,19.791,26.351435,1.133142
DA_auto      ,19.433,18.957,19.069,19.27,19.497,26.356705,0.65202
DA           ,19.347,18.918,18.962,19.083,19.212,26.475214,-8.372689
DA_auto      ,20.648,20.199,20.314,20.478,22.811,26.500756,1.137409
DQ           ,18.059,17.773,17.648,17.644,17.716,26.583151,-8.438011
DA           ,18.511,18.489,18.818,19.066,19.338,26.658012,14.744932
DA_auto      ,20.181,19.951,20.282,20.45,20.702,26.699095,0.482163
DA:          ,21.122,20.264,20.314,20.343,20.222,26.835262,1.233056
DA_auto      ,19.671,19.835,20.154,20.299,20.313,26.842773,0.874621
DBA          ,17.231,17.302,17.537,17.752,18.059,26.844009,-8.516563
DA_auto      ,20.142,19.713,19.868,20.105,20.176,26.850566,-1.124861
DA_auto      ,18.412,18.203,18.453,18.745,19.035,27.198414,-0.022436
DB           ,17.937,18.03,18.313,18.539,18.834,27.217297,-8.527031
DA           ,19.591,19.349,19.62,19.862,20.16,27.409779,-0.827244
DA_auto      ,19.264,18.946,19.139,19.392,19.67,27.566085,-0.431354
DA           ,19.781,19.353,19.203,19.202,19.34,27.849029,12.955215
DA+M         ,19.577,19.171,19.257,18.826,18.296,27.886747,-8.013297
DA_auto      ,20.292,19.701,19.54,19.512,19.515,27.928374,1.184355
DBA          ,18.972,19.039,19.235,19.449,19.633,27.987754,-9.561636
DA           ,19.022,18.834,19.177,19.448,19.769,27.9992,0.549306
DA_auto      ,19.983,19.596,19.66,19.795,19.882,28.023979,1.03065
DA_auto      ,20.821,20.412,20.161,20.141,20.199,28.047655,-1.140459
DA_auto      ,19.576,19.102,19.043,19.137,19.207,28.048246,-1.243683
DA           ,17.814,18.197,18.646,18.96,19.282,28.088009,-0.510362
DC           ,19.27,18.759,18.523,18.535,18.573,28.089843,14.608457
DA+M         ,18.358,17.937,17.698,16.984,16.234,28.105785,-0.969052
DA           ,18.794,18.914,19.199,19.434,19.796,28.174529,-9.093827
DA_auto      ,20.122,19.924,20.305,20.527,20.818,28.208412,-0.206115
DA+M         ,20.339,19.883,19.733,19.067,18.458,28.237385,0.34574
DA           ,16.949,16.42,16.581,16.751,16.939,28.246605,1.004926
DA_auto      ,20.463,19.98,19.933,20.117,20.403,28.327759,1.136743
DA           ,18.822,18.867,19.273,19.638,19.83,28.357978,-8.931795
DBA:         ,18.927,18.98,19.19,19.402,19.556,28.450195,-0.991501
DA           ,17.815,17.952,18.376,18.727,18.963,28.618305,-10.140609
DQ           ,19.002,18.666,18.58,18.597,18.72,28.63996,-0.679755
DQ           ,18.41,17.853,17.649,17.572,17.643,28.673944,14.052214
DA:          ,19.745,20.061,20.434,20.786,20.798,28.690829,14.403556
DA           ,19.382,18.891,18.937,19.007,19.085,28.750045,-0.689422
DC           ,19.266,18.759,18.584,18.543,18.647,29.017482,-1.008149
DB_O:        ,17.945,18.087,18.385,18.601,18.871,29.12324,13.295761
DA_auto      ,19.355,19.171,19.495,19.688,19.812,29.128594,-0.256341
DA_auto      ,19.375,18.871,18.997,19.154,19.442,29.241119,0.677101
DA_auto      ,20.602,20.071,20.069,20.086,20.143,29.263464,0.131589
DA           ,19.49,19.172,19.365,19.573,19.721,29.280878,13.115341
DA           ,18.911,18.442,18.493,18.616,18.773,29.377707,-8.229227
DC:          ,20.383,20.081,20.008,19.994,20.114,29.382562,0.615934
DA_auto      ,20.239,19.838,19.679,19.668,19.707,29.450838,-1.100256
DA_auto      ,20.239,19.838,19.679,19.668,19.707,29.450838,-1.100256
DA_auto      ,18.984,18.625,18.813,19.334,19.336,29.504675,-0.000085
DA           ,20.862,20.448,20.55,20.706,21.244,29.548772,13.661508
DA_auto      ,19.028,18.833,19.103,19.418,19.652,29.599895,-0.586313
DA           ,18.395,17.889,17.815,17.77,17.993,29.725757,12.637049
DA_auto      ,19.736,19.509,19.811,20.074,20.081,29.748271,-0.161755
DA           ,19.627,19.239,19.452,19.676,19.769,29.767593,13.300943
DA           ,19.933,19.413,19.244,19.201,19.187,29.884825,-8.47427
DB           ,17.397,17.345,17.587,17.729,17.93,29.895886,13.006516
DA           ,17.881,18.292,18.778,19.113,19.528,29.914467,-0.904444
DA_auto      ,20.137,19.637,19.775,19.942,19.983,29.937866,-0.176401
DZ           ,18.603,18.484,18.593,18.77,18.895,30.008394,0.671766
DA           ,20.351,20.089,20.37,20.562,21.125,30.236092,13.911934
DZ           ,17.753,17.589,17.7,17.853,18.087,30.384326,-0.65899
DA           ,20.666,20.38,20.556,20.684,20.842,30.400978,14.2837
DA:          ,19.003,19.31,19.825,20.166,20.074,30.49529,13.397053
DA           ,19.819,19.457,19.58,19.823,20.048,30.501376,13.549095
DA+M         ,20.439,20.211,20.35,20.021,19.484,30.54502,-1.257037
DA           ,20.307,19.796,19.857,19.857,19.842,30.614169,14.190136
DA           ,18.856,18.441,18.348,18.364,18.448,30.623514,-9.282701
DA_auto      ,20.526,20.074,19.889,19.898,19.922,30.684213,0.547858
DA           ,18.124,18.445,18.832,19.089,19.489,30.690304,12.367061
DA           ,19.474,19.437,19.706,19.952,20.111,30.748386,13.077538
DA+M         ,21.342,20.488,20.087,19.134,18.3,30.930077,-0.424388
DA+M         ,20.337,19.436,18.699,17.639,17.017,30.96373,0.673624
DA+M         ,20.337,19.436,18.699,17.639,17.017,30.96373,0.673624
DA+M         ,20.337,19.436,18.699,17.639,17.017,30.96373,0.673624
DA           ,18.865,18.815,19.061,19.246,19.519,30.989795,14.024782
DA_auto      ,20.487,20.051,19.901,19.836,20.031,31.054385,-1.084892
DA           ,20.1,19.652,19.699,19.735,19.868,31.055754,13.869823
DA           ,20.033,19.583,19.696,19.935,19.962,31.086016,12.603437
DA_auto      ,18.972,18.553,18.773,19.018,19.252,31.234343,-1.079505
DB           ,18.513,18.519,18.752,18.932,19.153,31.364521,14.59829
DZA+M        ,22.544,19.44,18.141,17.336,16.798,31.408847,0.976487
DZA+M        ,22.544,19.44,18.141,17.336,16.798,31.408847,0.976487
DZA+M        ,22.544,19.44,18.141,17.336,16.798,31.408847,0.976487
DA+M         ,19.695,19.204,19.182,18.809,18.262,31.549131,13.402434
DA+M         ,21.41,20.894,20.649,19.923,19.224,31.549857,-0.827546
DA_auto      ,19.666,19.236,19.383,19.603,19.922,31.575862,-1.075817
DA           ,19.149,19.101,19.498,19.676,19.651,31.597273,-8.984021
DA           ,18.72,18.222,18.079,18.068,18.066,31.611849,-0.952959
DA           ,18.72,18.222,18.079,18.068,18.066,31.611849,-0.952959
DA_auto      ,20.21,20.005,20.243,20.523,20.772,31.646712,-0.792699
DA           ,19.742,19.37,19.503,19.721,20.008,31.648883,13.581926
DA           ,20.059,19.591,19.496,19.477,19.506,31.698629,13.670365
DA_auto      ,19.369,19.009,18.983,19.085,19.206,31.714007,-0.952084
DA           ,19.68,19.316,19.183,19.23,19.284,31.819975,13.795662
DA           ,20.659,20.225,20.263,20.401,20.61,31.944085,12.174344
DA+M         ,18.056,17.641,18.295,18.181,18.217,32.026759,0.30939
DA+M         ,18.056,17.641,18.295,18.181,18.217,32.026759,0.30939
